task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
151	c2/6410a2	52939	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:33.148	8.7s	8.2s	295.5%	805.8 MB	14.2 GB	285 MB	695.2 KB
160	5f/c628cf	54923	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:41.593	8.3s	7.9s	299.2%	472.4 MB	14.1 GB	345.5 MB	694.8 KB
168	30/f154bf	55085	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:41.890	10.4s	10s	264.2%	1.1 GB	14.2 GB	573.3 MB	694.6 KB
167	63/f19bdb	56678	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:49.924	8.5s	8.1s	334.3%	722.5 MB	14.5 GB	346 MB	694.8 KB
173	a0/0a0c32	57350	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:52.291	8.2s	7.8s	297.2%	449.8 MB	14.1 GB	354.2 MB	694.6 KB
159	f5/72cf9c	58853	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:28:58.450	9.2s	8.8s	301.3%	801.7 MB	14.2 GB	375.2 MB	694.8 KB
154	df/6ea4b8	59350	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:29:00.507	8.5s	8.1s	287.2%	524.7 MB	14.2 GB	365.7 MB	694.6 KB
157	5a/c89879	60991	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:29:07.670	9.2s	8.7s	318.8%	864.8 MB	14.2 GB	394.3 MB	694.8 KB
163	22/55f8fe	61390	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:29:09.031	9.5s	9.1s	286.5%	612.1 MB	14.1 GB	439.8 MB	695 KB
144	3a/c431df	63658	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:29:18.505	1m 6s	1m 6s	155.5%	1.8 GB	14.2 GB	482.6 MB	1.2 MB
142	b9/b70d44	62978	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:29:16.873	1m 24s	1m 23s	143.9%	2.1 GB	14.5 GB	568.8 MB	1.2 MB
146	03/1bab16	67041	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:30:24.668	1m 2s	1m 2s	151.0%	1.4 GB	14.1 GB	542.8 MB	1.2 MB
155	97/466a63	68530	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:30:40.391	52.4s	51.9s	170.2%	1.5 GB	14.4 GB	499 MB	1.2 MB
148	89/5a37d0	71490	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:31:32.798	44.8s	44.3s	199.2%	1.7 GB	14.4 GB	550.3 MB	1.2 MB
143	8c/b5aa2b	70833	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:31:26.944	1m 4s	1m 3s	136.6%	1.3 GB	14.2 GB	496.9 MB	1.2 MB
153	83/10a53e	74039	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:32:17.561	52.6s	52s	179.2%	2 GB	14.2 GB	531.6 MB	1.2 MB
145	49/d37912	75450	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:32:30.885	1m 13s	1m 13s	175.4%	1.9 GB	14.4 GB	520.6 MB	1.2 MB
150	4b/d29f9e	77508	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:33:10.177	49.4s	49s	164.7%	2 GB	14.2 GB	514.4 MB	1.2 MB
169	ee/df7255	79563	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:33:44.349	48.6s	48.1s	155.1%	2 GB	14.1 GB	704.5 MB	1.2 MB
171	71/516b95	80968	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:33:59.618	49.1s	48.2s	152.1%	1.1 GB	14.2 GB	484.3 MB	1.2 MB
165	d7/eb094d	83034	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:34:32.971	54.1s	53.6s	190.7%	1.7 GB	14.3 GB	484.5 MB	1.2 MB
164	b7/8bc42f	84466	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:34:48.711	44.9s	44.5s	177.3%	1.5 GB	14.2 GB	562.2 MB	1.2 MB
156	8e/f03682	87556	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:35:33.644	47.7s	47.3s	157.5%	1.5 GB	14.2 GB	420.6 MB	1.2 MB
162	e8/2cc374	86702	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:35:27.068	55.7s	55.2s	172.5%	1.7 GB	14.4 GB	589.2 MB	1.2 MB
177	60/de774c	90592	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:36:22.737	8.6s	8.2s	304.6%	744.4 MB	14.2 GB	313.3 MB	694.6 KB
174	8a/2a5a94	92282	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:36:31.368	9.3s	8.8s	293.0%	905.6 MB	14.2 GB	340.1 MB	694.7 KB
179	64/e318f6	93590	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:36:40.698	7.7s	7.2s	260.8%	437.7 MB	14 GB	99.3 MB	694.6 KB
178	1e/0b3068	94740	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:36:48.445	8.8s	8.3s	316.6%	881.5 MB	14.2 GB	362.9 MB	694.8 KB
170	8b/156d38	90393	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:36:21.371	43.9s	43.4s	203.4%	1.6 GB	14.4 GB	438.1 MB	1.2 MB
176	82/313535	95870	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GETPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:36:57.294	9.4s	9s	320.5%	704.8 MB	14.2 GB	360.8 MB	695.1 KB
182	e1/0ce7b3	97056	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:37:05.274	46.6s	46.1s	173.3%	1.6 GB	14.4 GB	493 MB	1.2 MB
175	96/aa2516	97467	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:37:06.729	49.8s	49.4s	162.6%	2.3 GB	14.2 GB	471.2 MB	1.2 MB
180	4f/dce10b	100268	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:37:51.930	45.2s	44.7s	206.1%	2 GB	14.6 GB	494.7 MB	1.2 MB
181	76/04c535	100847	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:37:56.549	49.1s	48.6s	156.6%	1.3 GB	14.2 GB	440.4 MB	1.2 MB
183	32/c22e32	103642	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:38:37.188	14.5s	14s	235.4%	967.3 MB	14.2 GB	121.6 MB	1.2 MB
184	e2/6e16f6	104742	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:GATHERPILEUPSUMMARIES (S10)	COMPLETED	0	2025-11-30 09:38:45.678	6.9s	6.2s	278.7%	328.7 MB	13.8 GB	94.8 MB	697.1 KB
186	c2/95f815	105743	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MERGEMUTECTSTATS (S10)	COMPLETED	0	2025-11-30 09:38:51.720	6.5s	6.1s	263.4%	306.1 MB	13.8 GB	94.2 MB	692.5 KB
185	ef/d82576	106439	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:MERGE_MUTECT2 (S10)	COMPLETED	0	2025-11-30 09:38:53.616	7.6s	7.1s	284.7%	404.6 MB	11.9 GB	95.9 MB	728.9 KB
188	1f/66bbcf	107877	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:CALCULATECONTAMINATION (S10)	COMPLETED	0	2025-11-30 09:38:58.211	6.6s	6.2s	281.2%	307.1 MB	13.8 GB	94.6 MB	693.1 KB
187	a4/66d1cd	106149	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:LEARNREADORIENTATIONMODEL (S10)	COMPLETED	0	2025-11-30 09:38:52.595	20.5s	19.9s	182.3%	1.1 GB	14.9 GB	98.4 MB	4.4 MB
189	39/715801	110202	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_TUMOR_ONLY_ALL:BAM_VARIANT_CALLING_TUMOR_ONLY_MUTECT2:FILTERMUTECTCALLS (S10)	COMPLETED	0	2025-11-30 09:39:15.064	8.2s	7.6s	348.3%	509.1 MB	14.1 GB	208.3 MB	749 KB
193	1b/bee273	111185	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (S10)	COMPLETED	0	2025-11-30 09:39:23.335	1.5s	577ms	173.9%	2 MB	11.2 MB	179.2 KB	4.7 KB
190	75/9f1364	111367	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (S10)	COMPLETED	0	2025-11-30 09:39:24.792	1.8s	0ms	63.2%	1.1 MB	11.9 MB	107.9 KB	2.2 KB
191	30/44b808	111442	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (S10)	COMPLETED	0	2025-11-30 09:39:25.270	1.4s	0ms	123.9%	2.1 MB	20.4 MB	107.9 KB	2.9 KB
192	13/5d0cdc	111444	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (S10)	COMPLETED	0	2025-11-30 09:39:25.285	1.4s	0ms	103.0%	1.3 MB	20.4 MB	107.9 KB	2.1 KB
194	83/b065df	111897	NFCORE_SAREK:SAREK:MULTIQC	COMPLETED	0	2025-11-30 09:39:26.900	36.6s	35.4s	43.3%	697.9 MB	19.9 GB	99.4 MB	50.1 MB
