task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
145	d1/a29ad8	192656	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:02:45.511	53.4s	52.8s	182.7%	2 GB	14.2 GB	352.9 MB	1.1 MB
155	c4/01ea0d	194626	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:03:22.129	38s	37.5s	164.4%	2.1 GB	14.2 GB	577.3 MB	1.1 MB
157	fe/c9ca7d	196163	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:03:38.927	32.9s	32.4s	167.6%	1 GB	14.2 GB	303 MB	1.1 MB
151	d2/ab4934	197743	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:04:00.129	36.9s	36.4s	167.2%	1.6 GB	14.2 GB	281 MB	1.1 MB
148	9f/83d272	199348	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:04:11.818	42.3s	41.8s	181.2%	2 GB	14.2 GB	368.2 MB	1.1 MB
143	86/36f573	200889	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:04:37.014	58.4s	57.9s	143.1%	1.6 GB	14.2 GB	297.2 MB	1.1 MB
146	88/f20629	202257	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:04:54.118	43.5s	43s	164.9%	1.5 GB	14.2 GB	377.8 MB	1.1 MB
150	af/a4d04e	204526	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:05:35.455	46s	45.5s	167.4%	1.5 GB	14.2 GB	415 MB	1.1 MB
153	dc/520c87	205024	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:05:37.626	46.9s	46.4s	169.6%	1.9 GB	14.2 GB	426.9 MB	1.1 MB
158	b9/8e6367	207782	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:06:21.501	37.2s	36.6s	178.0%	2.1 GB	14.2 GB	348.5 MB	1.1 MB
161	1a/949d12	208193	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:06:24.512	37.5s	36.9s	188.0%	1.8 GB	14.2 GB	371.3 MB	1.1 MB
159	86/32b752	210526	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:06:58.685	36.6s	36.2s	218.3%	1.7 GB	14.2 GB	372.1 MB	1.1 MB
160	32/8ab57d	211144	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:07:02.102	37.5s	37s	160.0%	987.7 MB	14.2 GB	317.4 MB	1.1 MB
162	bb/6f5b84	213476	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:GATK4_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:07:35.368	12.5s	12.1s	254.9%	1.3 GB	14.2 GB	103.3 MB	1.1 MB
163	4e/f04581	215029	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_HAPLOTYPECALLER:MERGE_HAPLOTYPECALLER (S10)	COMPLETED	0	2025-11-30 09:07:48.962	8.1s	7.4s	282.1%	391.8 MB	11.9 GB	95.9 MB	724.6 KB
164	c8/2a7791	216086	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:VCF_VARIANT_FILTERING_GATK:CNNSCOREVARIANTS (S10)	COMPLETED	0	2025-11-30 09:08:05.996	16.3s	15.6s	212.4%	708.7 MB	19.9 GB	191.7 MB	20.1 MB
165	d9/61eea6	217483	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:VCF_VARIANT_FILTERING_GATK:FILTERVARIANTTRANCHES (S10)	COMPLETED	0	2025-11-30 09:08:45.117	10.2s	9.6s	285.7%	1.1 GB	14.2 GB	135.4 MB	730.1 KB
169	b8/1a5ffa	218655	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:BCFTOOLS_STATS (S10)	COMPLETED	0	2025-11-30 09:08:56.402	610ms	133ms	446.5%	4.5 MB	49.8 MB	174.3 KB	5.2 KB
167	54/40278e	218867	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT (S10)	COMPLETED	0	2025-11-30 09:08:57.713	1.5s	0ms	107.7%	2.1 MB	20.4 MB	103 KB	2.6 KB
166	80/911209	219034	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY (S10)	COMPLETED	0	2025-11-30 09:08:58.183	1.4s	0ms	97.5%	2 MB	20.4 MB	103 KB	2.7 KB
168	66/bbfacb	219040	NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL (S10)	COMPLETED	0	2025-11-30 09:08:58.198	1.4s	0ms	103.7%	1.3 MB	20.4 MB	103 KB	3.3 KB
170	94/2cb0c5	219417	NFCORE_SAREK:SAREK:MULTIQC	COMPLETED	0	2025-11-30 09:09:01.592	29.6s	29s	48.0%	721.6 MB	19.9 GB	99.8 MB	50.5 MB
